x,y
0.007559933,0.157128464
0.381290446,0.147592991
0.755020959,0.135893667
1.128751472,0.125455495
1.502481986,0.115819093
1.876212499,0.104389729
2.249943012,0.095859304
2.623673525,0.085711862
2.997404039,0.077048033
3.371134552,0.068983736
3.744865065,0.060946243
4.118595578,0.054277285
4.492326092,0.045586437
4.866056605,0.038389297
5.239787118,0.032501143
5.613517631,0.027406378
5.987248145,0.0227741
6.360978658,0.017942838
6.734709171,0.013968012
7.108439684,0.010873718
7.482170198,0.008442374
7.855900711,0.006442147
8.161680222,0.005133801
8.433484231,0.00372348
8.739263742,0.002688684
9.045043253,0.001935158
9.350822764,0.001392814
9.656602275,0.001007375
9.979369536,0.000703509
10.2681613,0.000470212
10.5059898,0.000333586
10.74381831,0.000236164
10.98164682,0.000167895
11.21947533,0.00011936
11.44031609,8.71969E-05
11.66115685,6.31693E-05
11.9631613,4.22882E-05
11.98392411,3.8384E-05
11.98392411,2.7807E-05
11.98392411,2.01446E-05
11.98392411,1.45937E-05
11.98392411,1.05723E-05
11.98392411,7.65904E-06
11.98392411,5.54855E-06
11.98392411,4.01961E-06
11.98392411,2.91198E-06
11.98392411,2.10957E-06
11.98392411,1.52827E-06
11.98392411,1.10714E-06
11.98392411,7.24E-07
