x,y
1.075824169,0.101442596
1.798731079,0.080833388
2.62590951,0.062142987
3.434752616,0.052462607
5.107069882,0.023539244
6.076409775,0.013192122
6.831286649,0.008993996
7.782777507,0.004165834
8.270056159,0.002681282
8.636556341,0.00179387
9.094681569,0.001183307
9.445257613,0.000771168
9.788116574,0.000507756
9.91930698,0.000390217
10.31583738,0.000202935
10.14420482,0.000298835
10.69395509,0.000123414
0.172929783,0.133742937
0.56250252,0.120753947
5.704862648,0.016590707
7.380025417,0.005716815
8.081256344,0.003331421
8.938316365,0.001408179
9.639547292,0.000640293
10.26286367,0.000244364
10.57452186,0.000153181
9.288931829,0.000963511
8.470829081,0.002246415
7.61376906,0.00494048
6.484008122,0.010865464
5.471119006,0.020056975
7.107324501,0.007434422
4.730930806,0.027651106
3.990742605,0.041006442
4.419272616,0.033919665
