x,y
0.302841966,0.385753594
1.035842331,0.342536765
1.842618706,0.316982775
2.685093152,0.298586381
3.514403934,0.251337818
4.368078648,0.21068173
5.192704059,0.173487939
6.030941707,0.143762069
6.776984393,0.124101301
7.839894419,0.081944823
8.682368864,0.062263284
9.469511301,0.047717377
10.34524986,0.031695816
11.29039468,0.018247183
12.09331943,0.013113683
12.91044824,0.006815984
13.25529159,0.005422364
13.7675589,0.003697233
14.63466501,0.002019306
14.97950836,0.001532188
15.50426999,0.000979862
15.99154864,0.000538982
16.42150039,0.00033679
16.89114,0.000210657
17.26128436,0.000142151
12.52238555,0.009668081
10.8082655,0.026083057
7.30211087,0.10435573
11.7042828,0.015649875
14.23650559,0.002796195
15.79479654,0.000698891
16.69081383,0.000262863
17.11934384,0.000172153
