x,y
0.007559933,0.865572252
0.381290446,0.85184665
0.755020959,0.85184665
1.128751472,0.85184665
1.502481986,0.840575056
1.876212499,0.845065684
2.351869516,0.842817379
2.725600029,0.82724584
3.099330542,0.821025167
3.473061055,0.82724584
3.846791569,0.81956829
4.220522082,0.809801762
4.594252595,0.803355487
4.967983108,0.802286108
5.341713622,0.803355487
5.715444135,0.78956405
6.089174648,0.769832098
6.462905161,0.780155073
6.836635675,0.766761924
7.210366188,0.757624672
7.584096701,0.757624672
7.957827214,0.728916593
8.331557728,0.735744936
8.705288241,0.724078039
9.079018754,0.714497073
9.452749267,0.708809453
9.84063624,0.678779169
10.20021029,0.683770268
10.57394081,0.673824502
10.94767132,0.659615609
11.32140183,0.652623919
11.69513235,0.634621311
12.06886286,0.624557957
12.44259337,0.613018887
12.81632389,0.599293391
13.1900544,0.582761904
13.56378491,0.571233634
13.93751543,0.559188068
14.31124594,0.542316198
14.68497645,0.524554084
15.05870697,0.50737372
15.43243748,0.491410188
15.80616799,0.473419755
16.17989851,0.459135693
16.55362902,0.439390654
16.92735953,0.419376015
17.30109005,0.402411452
17.67482056,0.385105828
18.04855107,0.367563912
18.42228159,0.346178999
18.7960121,0.324737987
19.16974261,0.305437569
19.54347313,0.287284249
19.92569751,0.260925038
20.29093415,0.248790997
20.66466466,0.226340212
21.03839518,0.206464676
21.41212569,0.188585497
21.7858562,0.171111171
22.15958672,0.156085444
22.53331723,0.135532121
22.90704774,0.11878771
23.28077826,0.103973412
23.65450877,0.091492827
24.02823928,0.080189282
24.4019698,0.065929226
24.77570031,0.054712817
25.14943082,0.045223554
25.52316134,0.037479803
25.89689185,0.030569476
26.25363461,0.024787534
26.61037738,0.018451831
26.98410789,0.01380156
27.3578384,0.010406096
27.71458116,0.0078816
28.03734843,0.006147792
