x,y
0.329913002,0.623743024
1.190771953,0.551174817
2.015397364,0.519616425
2.839710416,0.481033611
3.684639104,0.451869271
4.512388095,0.410748927
5.337013506,0.378355248
6.168804779,0.336907072
7.009691185,0.297837412
7.844514169,0.2536785
8.669139579,0.21124892
9.520223559,0.174597234
10.34099043,0.141509569
12.27496768,0.072284289
13.02157423,0.054912464
13.79583552,0.038870577
14.52971268,0.03007531
15.2543835,0.020070655
16.18833425,0.011122472
17.17658725,0.006014952
18.06889447,0.002995065
18.53289422,0.002199813
18.96848583,0.00140204
19.64102721,0.000944065
20.26460758,0.000512332
20.663691,0.000341079
20.97678407,0.000221477
21.18918759,0.000155178
21.47655705,0.000110327
10.69139368,0.133742937
11.15888097,0.113906189
11.58741098,0.095606029
12.01594099,0.085070161
13.37944557,0.048855575
14.27546286,0.033919665
14.97669379,0.023208681
15.79479654,0.014548505
16.57394201,0.008478006
16.92455747,0.007012828
17.66474567,0.004396034
17.89848932,0.003689768
18.83346388,0.001702387
19.37886572,0.001098761
20.08009664,0.000631016
20.50862665,0.000419336
20.82028484,0.000270649
21.09298576,0.000177252
