x,y
-0.009427818,0.696919555
0.585143453,0.714497073
0.958873966,0.714497073
1.34279713,0.706170747
1.706334993,0.699430521
2.080065506,0.667570833
2.453796019,0.683770268
2.827526533,0.676522547
3.201257046,0.664023402
3.574987559,0.654364863
3.948718072,0.637162383
4.322448586,0.635467207
4.696179099,0.623726582
5.069909612,0.61465418
5.443640125,0.60089207
5.817370639,0.585095327
6.191101152,0.57581732
6.564831665,0.564426429
6.938562178,0.55105441
7.312292692,0.537283039
7.686023205,0.52525327
8.059753718,0.508050006
8.433484231,0.495353356
8.807214745,0.479768022
9.180945258,0.464673051
9.554675771,0.450053013
9.928406284,0.430698572
10.3021368,0.417147476
10.67586731,0.398676729
11.04959782,0.380516647
11.42332834,0.364152604
11.79705885,0.346178999
12.17078936,0.33129164
12.54451988,0.308709782
12.91825039,0.289589471
13.2919809,0.271653399
13.66571142,0.25482822
14.03944193,0.236511335
14.41317244,0.217473805
14.78690296,0.198376852
15.16063347,0.180956853
15.53436398,0.16572749
15.9080945,0.148381481
16.28182501,0.134453243
16.65555552,0.117215917
17.02928604,0.102734394
17.40301655,0.090282198
17.77674706,0.077873464
18.15047758,0.067980334
18.52420809,0.055668494
18.8979386,0.045829974
19.27166912,0.037830906
19.64539963,0.031227979
20.01913014,0.02547033
20.39286066,0.019025882
20.76659117,0.014080094
21.14032168,0.010433856
21.51405219,0.007742168
21.88778271,0.00562373
22.15958672,0.004536424
22.36343973,0.003300864
22.60126823,0.002426587
22.83909674,0.001783874
23.07692525,0.001311392
23.31475376,0.000964053
23.56957002,0.000698402
23.79041078,0.00052869
24.02823928,0.000386923
24.26606779,0.000268328
24.5038963,0.00018917
24.72473706,0.000135664
24.92859007,0.00010022
25.14943082,7.1923E-05
25.37027158,5.15797E-05
25.57412459,3.80108E-05
25.7779776,2.80115E-05
26.03279386,1.97156E-05
26.0158061,1.37629E-05
26.0158061,9.97047E-06
26.0158061,7.22305E-06
26.0158061,5.2327E-06
26.0158061,3.7908E-06
26.0158061,2.74622E-06
26.0158061,1.98948E-06
26.0158061,1.44127E-06
26.0158061,1.04412E-06
26.0158061,6.93E-07
