x,y
0.007064137,0.482540021
0.380798777,0.472813111
0.754533418,0.4619365
1.128268058,0.450872672
1.502002698,0.440073834
1.875737338,0.427870793
2.249471978,0.41239133
2.623206618,0.390594376
2.996941259,0.371027286
3.370675899,0.353124607
3.744410539,0.332842495
4.118145179,0.319249318
4.491879819,0.305617993
4.86561446,0.292568699
5.2393491,0.280076584
5.61308374,0.268377978
5.98681838,0.255428298
6.36055302,0.24216234
6.734287661,0.228918449
7.108022301,0.216608812
7.481756941,0.204167639
7.855491581,0.19225452
8.229226221,0.18051064
8.602960862,0.165906764
8.976695502,0.153225501
9.350430142,0.141650837
9.724164782,0.129812653
10.09789942,0.119194764
10.47163406,0.101669595
10.8453687,0.087651125
11.21910334,0.075638869
11.59283798,0.065209583
11.96657262,0.055621839
12.32331933,0.043487192
12.64609015,0.034480946
12.96886098,0.027197701
13.2916318,0.02151397
13.61440263,0.016991815
13.97114933,0.01317833
13.98813727,0.00995755
13.98813727,0.00787477
13.98813727,0.006227637
13.98813727,0.004925028
13.98813727,0.003894881
13.98813727,0.003080205
13.98813727,0.002435931
13.98813727,0.001926417
13.98813727,0.001523477
13.98813727,0.001204817
13.98813727,0.000952811
13.98813727,0.000753515
13.98813727,0.000595906
13.98813727,0.000471262
13.98813727,0.00037269
13.98813727,0.000294736
13.98813727,0.000233088
13.98813727,0.000184334
13.98813727,0.000145777
13.98813727,0.000115286
13.98813727,9.11719E-05
13.98813727,7.21018E-05
13.98813727,5.70206E-05
13.98813727,4.50938E-05
13.98813727,3.27448E-05
