x,y
0.007064137,0.84027677
0.380798777,0.828946443
0.754533418,0.832167998
1.128268058,0.816184453
1.502002698,0.815393384
1.875737338,0.798956907
2.317423731,0.798956907
2.691158371,0.798182535
3.064893011,0.798182535
3.438627652,0.798182535
3.812362292,0.792782908
4.186096932,0.79432192
4.559831572,0.791246877
4.933566212,0.78209299
5.307300853,0.781334963
5.681035493,0.779821113
6.054770133,0.772295746
6.428504773,0.764843
6.802239413,0.759668912
7.175974054,0.74869914
7.549708694,0.745800715
7.923443334,0.727232526
8.297177974,0.723013634
8.670912614,0.712573172
9.044647255,0.700922785
9.418381895,0.687460081
9.792116535,0.672949575
10.15169456,0.656407297
10.53958582,0.651756062
10.91332046,0.639857878
11.2870551,0.628176901
11.66078974,0.616709168
12.03452438,0.599026955
12.40825902,0.593246273
12.78199366,0.582981261
13.1557283,0.573449668
13.52946294,0.563527199
13.90319758,0.551632595
14.27693222,0.53737726
14.65066686,0.516932573
15.0244015,0.498231042
15.39813614,0.481605091
15.77187078,0.462384656
16.14560542,0.447822563
16.51934006,0.427041786
16.8930747,0.408411704
17.26680934,0.390594376
17.64054398,0.374279518
18.01427862,0.35829851
18.38801326,0.343665718
18.7617479,0.329950322
19.13548254,0.316475261
19.50921718,0.303550517
19.89427711,0.285146334
20.25668646,0.264502546
20.6304211,0.229140538
21.00415574,0.200246168
21.37789038,0.174825735
21.75162502,0.151452845
22.12535966,0.133127117
22.4990943,0.113884298
22.87282894,0.097991403
23.24656358,0.084153046
23.62029822,0.072198897
23.99403286,0.06200296
24.3677675,0.054925067
24.74150214,0.048419811
25.11523678,0.04289249
25.48897142,0.037812357
25.86270606,0.033140529
26.2364407,0.02913054
26.61017534,0.024346617
26.98390998,0.020586491
27.35764462,0.017390213
27.73137926,0.014647519
28.05415009,0.012862697
