x,y
0.007064137,0.675564876
0.380798777,0.682147682
0.754533418,0.680166134
1.128268058,0.686128116
1.502002698,0.687460081
1.875737338,0.671645723
2.249471978,0.676876335
2.623206618,0.672949575
2.996941259,0.664519566
3.370675899,0.658745347
3.744410539,0.649862797
4.118145179,0.636763041
4.491879819,0.622718476
4.86561446,0.604863964
5.2393491,0.587521376
5.61308374,0.571783873
5.98681838,0.551097937
6.36055302,0.546309275
6.734287661,0.539989056
7.108022301,0.532191505
7.481756941,0.523490312
7.855491581,0.517936083
8.229226221,0.504551536
8.602960862,0.484885293
8.976695502,0.46870469
9.350430142,0.452624911
9.724164782,0.435404653
10.09789942,0.420875217
10.47163406,0.396701772
10.8453687,0.37573409
11.21910334,0.355529731
11.59283798,0.337064892
11.96657262,0.317397258
12.34030726,0.30003876
12.7140419,0.281437831
13.08777654,0.265016019
13.46151118,0.248827499
13.83524582,0.231373319
14.20898046,0.218931676
14.5827151,0.204167639
14.95644974,0.1902147
15.33018439,0.177215314
15.70391903,0.164784421
16.07765367,0.152780401
16.45138831,0.133256273
16.82512295,0.117018794
17.19885759,0.102660279
17.57259223,0.090063592
17.94632687,0.078706672
18.32006151,0.067526194
18.69379615,0.057042013
19.06753079,0.048232364
19.44126543,0.040862462
19.81500007,0.03415188
20.15475883,0.029010734
20.46054172,0.022451765
20.76632461,0.01779776
21.07210749,0.014141961
21.37789038,0.011183946
21.70066121,0.008770532
22.04041997,0.006758925
22.32921492,0.005077435
22.56704605,0.004021533
22.80487719,0.003194937
23.04270832,0.002542113
23.28053946,0.00201039
23.51837059,0.001599605
23.75620173,0.001270819
24.02800874,0.000997754
24.0110208,0.000769763
24.0110208,0.000608755
24.0110208,0.000481424
24.0110208,0.000380727
24.0110208,0.000301092
24.0110208,0.000238114
24.0110208,0.000188308
24.0110208,0.000148921
24.0110208,0.000117772
24.0110208,9.31378E-05
24.0110208,7.36565E-05
24.0110208,5.82501E-05
24.0110208,4.60662E-05
24.0110208,3.3273E-05
