x,y
0.007064137,0.165104313
0.380798777,0.153374156
0.754533418,0.142753979
1.128268058,0.132611744
1.502002698,0.123190085
1.875737338,0.113223621
2.249471978,0.106824031
2.623206618,0.099523613
2.996941259,0.092452764
3.370675899,0.086134487
3.744410539,0.079473601
4.101157241,0.070203663
4.423928067,0.053713629
4.729710954,0.042277669
5.035493842,0.033315956
5.341276729,0.026129714
5.647059616,0.020566538
5.98681838,0.016060973
6.36055302,0.013620058
6.734287661,0.011640058
7.108022301,0.009947898
7.481756941,0.008576256
7.855491581,0.007258762
8.127298592,0.006297406
8.331153851,0.004940061
8.568984985,0.003924669
8.80681612,0.003113236
9.044647255,0.002469568
9.282478389,0.001964959
9.520309524,0.001556327
9.74115272,0.001257335
9.995971793,0.000996197
9.978983855,0.000761596
9.978983855,0.000602296
9.978983855,0.000476316
9.978983855,0.000376687
9.978983855,0.000297897
9.978983855,0.000235587
9.978983855,0.00018631
9.978983855,0.000147341
9.978983855,0.000116522
9.978983855,9.21496E-05
9.978983855,7.2875E-05
9.978983855,5.76321E-05
9.978983855,4.55774E-05
9.978983855,3.30078E-05
